funder_name	funding_context_from_paper	recipient	grant_number	source_url	following	V	PI	grants	Union.	ID
National Institutes of Health (NIH)	DGS is a member of the faculty of the University of Alabama at Birmingham and is supported by endowment and University funds, is an investigator in studies funded by Abbvie, Inc., the American Parkinson Disease Association, the Michael J. Fox Foundation for Parkinson Research, The National Parkinson Foundation, Alabama Department of Commerce, Alabama Innovation Fund, Genentech, the Department of Defense, and NIH grants P50NS108675 and R25NS079188	DGS	R25NS079188	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10593199/						
Abbvie, Inc.	DGS is a member of the faculty of the University of Alabama at Birmingham and is supported by endowment and University funds, is an investigator in studies funded by Abbvie, Inc., the American Parkinson Disease Association, the Michael J. Fox Foundation for Parkinson Research, The National Parkinson Foundation, Alabama Department of Commerce, Alabama Innovation Fund, Genentech, the Department of Defense, and NIH grants P50NS108675 and R25NS079188	DGS		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10593199/						
American Parkinson Disease Association	DGS is a member of the faculty of the University of Alabama at Birmingham and is supported by endowment and University funds, is an investigator in studies funded by Abbvie, Inc., the American Parkinson Disease Association, the Michael J. Fox Foundation for Parkinson Research, The National Parkinson Foundation, Alabama Department of Commerce, Alabama Innovation Fund, Genentech, the Department of Defense, and NIH grants P50NS108675 and R25NS079188	DGS		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10593199/						
The National Parkinson Foundation	DGS is a member of the faculty of the University of Alabama at Birmingham and is supported by endowment and University funds, is an investigator in studies funded by Abbvie, Inc., the American Parkinson Disease Association, the Michael J. Fox Foundation for Parkinson Research, The National Parkinson Foundation, Alabama Department of Commerce, Alabama Innovation Fund, Genentech, the Department of Defense, and NIH grants P50NS108675 and R25NS079188	DGS		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10593199/						
Alabama Department of Commerce	DGS is a member of the faculty of the University of Alabama at Birmingham and is supported by endowment and University funds, is an investigator in studies funded by Abbvie, Inc., the American Parkinson Disease Association, the Michael J. Fox Foundation for Parkinson Research, The National Parkinson Foundation, Alabama Department of Commerce, Alabama Innovation Fund, Genentech, the Department of Defense, and NIH grants P50NS108675 and R25NS079188	DGS		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10593199/						
Alabama Innovation Fund	DGS is a member of the faculty of the University of Alabama at Birmingham and is supported by endowment and University funds, is an investigator in studies funded by Abbvie, Inc., the American Parkinson Disease Association, the Michael J. Fox Foundation for Parkinson Research, The National Parkinson Foundation, Alabama Department of Commerce, Alabama Innovation Fund, Genentech, the Department of Defense, and NIH grants P50NS108675 and R25NS079188	DGS		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10593199/						
Genentech	DGS is a member of the faculty of the University of Alabama at Birmingham and is supported by endowment and University funds, is an investigator in studies funded by Abbvie, Inc., the American Parkinson Disease Association, the Michael J. Fox Foundation for Parkinson Research, The National Parkinson Foundation, Alabama Department of Commerce, Alabama Innovation Fund, Genentech, the Department of Defense, and NIH grants P50NS108675 and R25NS079188	DGS		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10593199/						
Department of Defense	DGS is a member of the faculty of the University of Alabama at Birmingham and is supported by endowment and University funds, is an investigator in studies funded by Abbvie, Inc., the American Parkinson Disease Association, the Michael J. Fox Foundation for Parkinson Research, The National Parkinson Foundation, Alabama Department of Commerce, Alabama Innovation Fund, Genentech, the Department of Defense, and NIH grants P50NS108675 and R25NS079188			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10593199/						
Swedish Research Council	The work of the Swedish BioFINDER group is supported by the Swedish Research Council (2022-00775), ERA PerMed (ERA-Net Cofund in Personalised Medicine; ERAPERMED2021-184), the Knut and Alice Wallenberg foundation (2017-0383), the Strategic Research Area MultiPark (Multidisciplinary Research in Parkinson's disease) at Lund University, the Swedish Alzheimer Foundation (AF-980907), the Swedish Brain Foundation (FO2021-0293), The Parkinson foundation of Sweden (1412/22), the Cure Alzheimer's fund, the Konung Gustaf V:s och Drottning Victorias Frimurarestiftelse, the Skåne University Hospital Foundation (2020-O000028), Regionalt Forskningsstöd (2022-1259) and the Swedish federal government under the ALF (Avtal om läkarutbilding och forskning) agreement (2022-Projekt0080).	Swedish BioFINDER group	2022-00775	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10873577/						
ERA PerMed	The work of the Swedish BioFINDER group is supported by the Swedish Research Council (2022-00775), ERA PerMed (ERA-Net Cofund in Personalised Medicine; ERAPERMED2021-184), the Knut and Alice Wallenberg foundation (2017-0383), the Strategic Research Area MultiPark (Multidisciplinary Research in Parkinson's disease) at Lund University, the Swedish Alzheimer Foundation (AF-980907), the Swedish Brain Foundation (FO2021-0293), The Parkinson foundation of Sweden (1412/22), the Cure Alzheimer's fund, the Konung Gustaf V:s och Drottning Victorias Frimurarestiftelse, the Skåne University Hospital Foundation (2020-O000028), Regionalt Forskningsstöd (2022-1259) and the Swedish federal government under the ALF (Avtal om läkarutbilding och forskning) agreement (2022-Projekt0080).	Swedish BioFINDER group	ERAPERMED2021-184	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10873577/						
Knut and Alice Wallenberg Foundation	The work of the Swedish BioFINDER group is supported by the Swedish Research Council (2022-00775), ERA PerMed (ERA-Net Cofund in Personalised Medicine; ERAPERMED2021-184), the Knut and Alice Wallenberg foundation (2017-0383), the Strategic Research Area MultiPark (Multidisciplinary Research in Parkinson's disease) at Lund University, the Swedish Alzheimer Foundation (AF-980907), the Swedish Brain Foundation (FO2021-0293), The Parkinson foundation of Sweden (1412/22), the Cure Alzheimer's fund, the Konung Gustaf V:s och Drottning Victorias Frimurarestiftelse, the Skåne University Hospital Foundation (2020-O000028), Regionalt Forskningsstöd (2022-1259) and the Swedish federal government under the ALF (Avtal om läkarutbilding och forskning) agreement (2022-Projekt0080).	Lund University	2017-0383	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10873577/						
Swedish Alzheimer Foundation	The work of the Swedish BioFINDER group is supported by the Swedish Research Council (2022-00775), ERA PerMed (ERA-Net Cofund in Personalised Medicine; ERAPERMED2021-184), the Knut and Alice Wallenberg foundation (2017-0383), the Strategic Research Area MultiPark (Multidisciplinary Research in Parkinson's disease) at Lund University, the Swedish Alzheimer Foundation (AF-980907), the Swedish Brain Foundation (FO2021-0293), The Parkinson foundation of Sweden (1412/22), the Cure Alzheimer's fund, the Konung Gustaf V:s och Drottning Victorias Frimurarestiftelse, the Skåne University Hospital Foundation (2020-O000028), Regionalt Forskningsstöd (2022-1259) and the Swedish federal government under the ALF (Avtal om läkarutbilding och forskning) agreement (2022-Projekt0080).		AF-980907	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10873577/						
Swedish Brain Foundation	The work of the Swedish BioFINDER group is supported by the Swedish Research Council (2022-00775), ERA PerMed (ERA-Net Cofund in Personalised Medicine; ERAPERMED2021-184), the Knut and Alice Wallenberg foundation (2017-0383), the Strategic Research Area MultiPark (Multidisciplinary Research in Parkinson's disease) at Lund University, the Swedish Alzheimer Foundation (AF-980907), the Swedish Brain Foundation (FO2021-0293), The Parkinson foundation of Sweden (1412/22), the Cure Alzheimer's fund, the Konung Gustaf V:s och Drottning Victorias Frimurarestiftelse, the Skåne University Hospital Foundation (2020-O000028), Regionalt Forskningsstöd (2022-1259) and the Swedish federal government under the ALF (Avtal om läkarutbilding och forskning) agreement (2022-Projekt0080).		FO2021-0293	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10873577/						
Parkinson Foundation of Sweden	The work of the Swedish BioFINDER group is supported by the Swedish Research Council (2022-00775), ERA PerMed (ERA-Net Cofund in Personalised Medicine; ERAPERMED2021-184), the Knut and Alice Wallenberg foundation (2017-0383), the Strategic Research Area MultiPark (Multidisciplinary Research in Parkinson's disease) at Lund University, the Swedish Alzheimer Foundation (AF-980907), the Swedish Brain Foundation (FO2021-0293), The Parkinson foundation of Sweden (1412/22), the Cure Alzheimer's fund, the Konung Gustaf V:s och Drottning Victorias Frimurarestiftelse, the Skåne University Hospital Foundation (2020-O000028), Regionalt Forskningsstöd (2022-1259) and the Swedish federal government under the ALF (Avtal om läkarutbilding och forskning) agreement (2022-Projekt0080).		1412/22	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10873577/						
Cure Alzheimer's Fund	The work of the Swedish BioFINDER group is supported by the Swedish Research Council (2022-00775)			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10873577/		s och Drottning Victorias Frimurarestiftelse, the Skåne University Hospital Foundation (2020-O000028), Regionalt Forskningsstöd (2022-1259) and the Swedish federal government under the ALF (Avtal om läkarutbilding och forskning) agreement				
National Institute on Aging (NIA)	The ADAMS is a supplement to the Health and Retirement Study (HRS) data that is sponsored by the National Institute on Aging (U01-AG009740) and conducted by the University of Michigan with the specific aim of conducting a population-based study of dementia.	University of Michigan	U01-AG009740	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11091564/						
EXCIVA GmbH	The work by TG, AB, and HM was funded by EXCIVA GmbH, Heidelberg, Germany.			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11091564/						
Alzheimer's Association	Dr. Barnes is supported by in part by the Alzheimer's Association, NARSAD and the University of California, San Francisco, School of Medicine.	Dr. Barnes		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3647614/						
NARSAD	Dr. Barnes is supported by in part by the Alzheimer's Association, NARSAD and the University of California, San Francisco, School of Medicine.	Dr. Barnes		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3647614/						
University of California, San Francisco, School of Medicine	Dr. Barnes is supported by in part by the Alzheimer's Association, NARSAD and the University of California, San Francisco, School of Medicine.	Dr. Barnes		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3647614/						
National Institute on Aging (NIA)	Dr. Yaffe is supported in part by the National Institute on Aging (K24 AG031155). Funder: National Institute on Aging : NIA | Award ID: K24 AG031155-05 || AG | Recipient: n/a	Dr. Yaffe	K24AG031155	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3647614/						
National Institute on Aging (NIA)	Dr. Yaffe is supported in part by the National Institute on Aging (K24 AG031155). Funder: National Institute on Aging : NIA | Award ID: K24 AG031155-05 || AG | Recipient: n/a	Dr. Yaffe	K24AG031155-05	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3647614/						
	The authors would like to thank the site principal investigators of the A4 study along with their staff, participants and their study partners. We also thank the Alzheimer Therapeutic Research Institute (ATRI) and the Alzheimer Clinical Trial Consortium for making this data available.			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11266374/						
MultiPark—A Strategic Research Area at Lund University	This study was supported by MultiPark—A Strategic Research Area at Lund University.			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
National Institute on Aging (NIA)	Additionally, this work was supported by National Institute of Aging grants R01-AG070592, P30AG010161/P30AG072975, R01AG017917, R01AG22018, R01AG064233, and the Alzheimer's Association (AARF-19-615258). The RADC cohorts (ROS/MAP/MARS/AACORE) were supported by National Institutes of Health grants P30AG10161, P30AG72975, R01AG15819, R01AG17917, and R01AG22018.		R01-AG070592	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
National Institute on Aging (NIA)	Additionally, this work was supported by National Institute of Aging grants R01-AG070592, P30AG010161/P30AG072975, R01AG017917, R01AG22018, R01AG064233, and the Alzheimer's Association (AARF-19-615258). The RADC cohorts (ROS/MAP/MARS/AACORE) were supported by National Institutes of Health grants P30AG10161, P30AG72975, R01AG15819, R01AG17917, and R01AG22018.		P30AG010161	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
National Institute on Aging (NIA)	Additionally, this work was supported by National Institute of Aging grants R01-AG070592, P30AG010161/P30AG072975, R01AG017917, R01AG22018, R01AG064233, and the Alzheimer's Association (AARF-19-615258). The RADC cohorts (ROS/MAP/MARS/AACORE) were supported by National Institutes of Health grants P30AG10161, P30AG72975, R01AG15819, R01AG17917, and R01AG22018.		P30AG072975	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
National Institute on Aging (NIA)	Additionally, this work was supported by National Institute of Aging grants R01-AG070592, P30AG010161/P30AG072975, R01AG017917, R01AG22018, R01AG064233, and the Alzheimer's Association (AARF-19-615258). The RADC cohorts (ROS/MAP/MARS/AACORE) were supported by National Institutes of Health grants P30AG10161, P30AG72975, R01AG15819, R01AG17917, and R01AG22018.		R01AG017917	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
National Institute on Aging (NIA)	Additionally, this work was supported by National Institute of Aging grants R01-AG070592, P30AG010161/P30AG072975, R01AG017917, R01AG22018, R01AG064233, and the Alzheimer's Association (AARF-19-615258). The RADC cohorts (ROS/MAP/MARS/AACORE) were supported by National Institutes of Health grants P30AG10161, P30AG72975, R01AG15819, R01AG17917, and R01AG22018.		R01AG22018	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
National Institute on Aging (NIA)	Additionally, this work was supported by National Institute of Aging grants R01-AG070592, P30AG010161/P30AG072975, R01AG017917, R01AG22018, R01AG064233, and the Alzheimer's Association (AARF-19-615258). The RADC cohorts (ROS/MAP/MARS/AACORE) were supported by National Institutes of Health grants P30AG10161, P30AG72975, R01AG15819, R01AG17917, and R01AG22018.		R01AG064233	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
Alzheimer's Association	Additionally, this work was supported by National Institute of Aging grants R01-AG070592, P30AG010161/P30AG072975, R01AG017917, R01AG22018, R01AG064233, and the Alzheimer's Association (AARF-19-615258).		AARF-19-615258	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
Swedish Research Council	The BioFINDER-2 study was supported by the Swedish Research Council (2016-00906 and 2018-02052)		2016-00906	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
Swedish Research Council	The BioFINDER-2 study was supported by the Swedish Research Council (2016-00906 and 2018-02052)		2018-02052	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
Knut and Alice Wallenberg Foundation	the Knut and Alice Wallenberg foundation (2017-0383)		2017-0383	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
Marianne and Marcus Wallenberg foundation	the Marianne and Marcus Wallenberg foundation (2015.0125)		2015.0125	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
Alzheimerfonden	the Alzheimerfonden (AF-939932)		AF-939932	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
Swedish Brain Foundation	the Swedish Brain Foundation (FO2021-0293 and FO2022-0204)		FO2021-0293	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
Swedish Brain Foundation	the Swedish Brain Foundation (FO2021-0293 and FO2022-0204)		FO2022-0204	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
Svenska Parkinsonstiftelsen	Svenska Parkinsonstiftelsen (1280/20)		1280/20	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
Cure Alzheimer's Fund	the Cure Alzheimer's fund			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
Konung Gustaf V:s och Drottning Victorias Frimurarestiftelse	the Konung Gustaf V:s och Drottning Victorias Frimurarestiftelse			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
Skånes universitetssjukhus	Skånes universitetssjukhus (2020-O000028)		2020-O000028	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
Region Skåne	Region Skåne (2020-0314)		2020-0314	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
Swedish federal government under the ALF agreement	the Swedish federal government under the ALF agreement (2018-Projekt0279)		2018-Projekt0279	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
GE Healthcare	The precursor of 18F-flutemetamol was sponsored by GE Healthcare.			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
Fonds de Recherche du Québec - Santé	A.P.B. is supported by a postdoctoral fellowship from the Fonds de Recherche du Québec - Santé (298314).	A.P.B.	298314	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
National Institutes of Health (NIH)	The RADC cohorts (ROS/MAP/MARS/AACORE) were supported by National Institutes of Health grants P30AG10161, P30AG72975, R01AG15819, R01AG17917, and R01AG22018.	RADC cohorts (ROS/MAP/MARS/AACORE)	P30AG10161	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
National Institutes of Health (NIH)	The RADC cohorts (ROS/MAP/MARS/AACORE) were supported by National Institutes of Health grants P30AG10161, P30AG72975, R01AG15819, R01AG17917, and R01AG22018.	RADC cohorts (ROS/MAP/MARS/AACORE)	P30AG72975	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
National Institutes of Health (NIH)	The RADC cohorts (ROS/MAP/MARS/AACORE) were supported by National Institutes of Health grants P30AG10161, P30AG72975, R01AG15819, R01AG17917, and R01AG22018.	RADC cohorts (ROS/MAP/MARS/AACORE)	R01AG15819	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
National Institutes of Health (NIH)	The RADC cohorts (ROS/MAP/MARS/AACORE) were supported by National Institutes of Health grants P30AG10161, P30AG72975, R01AG15819, R01AG17917, and R01AG22018.	RADC cohorts (ROS/MAP/MARS/AACORE)	R01AG17917	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
National Institutes of Health (NIH)	The RADC cohorts (ROS/MAP/MARS/AACORE) were supported by National Institutes of Health grants P30AG10161, P30AG72975, R01AG15819, R01AG17917, and R01AG22018.	RADC cohorts (ROS/MAP/MARS/AACORE)	R01AG22018	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10393402/						
National Institutes of Health (NIH)	Data collection and sharing for this project was funded by the Alzheimer's Disease Neuroimaging Initiative (ADNI) (National Institutes of Health Grant U19 AG024904) and DOD ADNI (Department of Defense award number W81XWH-12-2-0012).	Alzheimer's Disease Neuroimaging Initiative (ADNI)	U19AG024904	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11551169/						
