link	source_url	download_link	title	content_type	id	caption	description	source_section	retrieval_pattern	context_description	file_extension	pub_title	raw_data_format	file_info	section_class	a_attr_href	a_attr_class	a_attr_data-ga-action	a_attr_target	a_attr_rel
42003_2025_8578_MOESM1_ESM.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12332082/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12332082/bin/42003_2025_8578_MOESM1_ESM.pdf	No Title	local-data	MOESM1	Supplementary Information	Supplementary  Information	supplementary material	.//supplementary-material	"Unfortunately, DEP analysis failed to identify high-confidence candidates after multiple comparisons (Supplementary Fig. 1a, b [this file] ). Surprisingly, our analyses revealed that proteomic features yielded better predictive performance compared to transcriptomic features in multiple machine learning algorithms (Random Forest, XGBoost, and SVM), suggesting the power of proteomic data in modeling ALS pathology (Fig. 2a [rid=Fig2] and Supplementary Fig. 1c, d [this file] ). Similarly, we applied a graph convolutional networks (GCN)-based algorithms, Multi-Omics Graph cOnvolutional NETworks (MOGONET) , for integrative analysis of both transcriptomic and proteomic data, which also showed that the proteomics features ranked top in predicting ALS and control motor neurons, compared to the transcriptomic features (Supplementary Fig. 1e [this file] ). 
The frequency of protein features selected across 10,000 training iteration models was quantified and ranked, ultimately generating a candidate list of 110 protein features ( roteomics arkers for LS 110, PMA110; Fig. 2b [rid=Fig2] , Supplementary Fig. 2a, b [this file] and Supplementary Data 1 [rid=MOESM2] ). Incorporating other variables, such as gender, age and batch, into the machine learning-based prediction revealed that these features had only limited impact on model performance, as shown by the overlapped features with PMA110 (Supplementary Fig. 2c [this file] ). In line with previous studies , we used the top 500 most variable genes in PCA analysis and checked the distribution of these variables, but overall we didn’t find a strong biased distribution for them (Supplementary Fig. 2d, e [this file] ). Subsequent retraining using this selected PMA110 protein feature set demonstrated improved accuracy and enhanced stability in predicting ALS and control samples (Supplementary Fig. 2f [this file] ). Therefore, we utilized SHAP plots to visually evaluate the impact of PMA110 features on model predictions, considering both the feature values (encoded by gradient colors) and the direction of prediction contribution (indicating the likelihood of ALS) (Supplementary Fig. 3a [this file] ). 
We observed the expression changes for EIF4A2, ACADM, YY1 and BRD2 at the protein level, but not the RNA level (Supplementary Fig. 3b–e [this file] ), which could be explained by the marginal correlation between protein and RNA levels (Supplementary Fig. 3g [this file] ). Overall, we noticed a limited overlap among the three gene sets, suggesting the complexity of ALS pathology at different molecular regulation levels (Supplementary Fig. 3f [this file] ). To this end, we examined the PPI distance between PMA110 proteins with the ALS meta-set proteins (Supplementary Fig. 3h [this file] ). 
Notably, the hub proteins located at the central positions of each PPI cluster exhibited differential expression levels between ALS and control groups (Supplementary Fig. 4a–d [this file] ), including the well-established ALS proteins, such as TP53 and HNRNPA2B1. In addition, the interacting proteins also displayed a strong correlation of protein expression levels, further supporting the functional cooperation within each PPI cluster for ALS (Supplementary Fig. 4e–h [this file] ). 
In addition to functional and pathway enrichment analysis, we performed conservation analysis of PMA110 proteins to assess the functional significance of the candidate genes (Supplementary Fig. 5a–c [this file] ). 
Consistent with machine learning modelling, proteomics-based clustering outperformed transcriptomic clustering in distinguishing patient subtypes (Fig. 3a [rid=Fig3] , Supplementary Fig. 6a–h [this file] ). 
To further characterize the functional difference of each proteomic subtype, we conducted Ingenuity Pathway Analysis (IPA) using the subtype-specifically expressed proteins to identify subtype-specific activation or inhibition of specific pathways (Fig. 3d [rid=Fig3] and Supplementary Fig. 7a–d [this file] ). By comparing these proteomic subtypes with previously established ALS subtypes of ALS-Ox, ALS-Glia, and ALS-TE , we found that ProS1 was mainly enriched in ALS-Glia subtype, ProS2 enriched in ALS-Ox subtype, and Pro S3 and S4 split into all the 3 subtypes with a slight enrichment in ALS-TE subtypes (Supplementary Fig. 7e [this file] ). We also employed an additional clustering methodology to classify AALS dataset (Supplementary Fig. 7f [this file] ). 
Next, we explored the protein modules across subtypes using Weighted Gene Co-expression Network Analysis (WGCNA), identifying 14 proteomics-based co-expression modules (Fig. 3e [rid=Fig3] and Supplementary Fig. 8a, b [this file] ). 
We examined the expression pattern of the PMA110 signature across the AALS proteomics subgroups and observed that certain proteins showed differential expression patterns among the subtypes (Supplementary Fig. 9a [this file] ). Differential expression analysis between each subtype and the control group in AALS dataset yielded a set of differentially expressed proteins, in contrast to the whole cohort analysis, indicating that the patient heterogeneity was indeed resolved at the molecular subtype level (Fig. 4b [rid=Fig4] , Supplementary Fig. 9b–e [this file] and Supplementary Data 2 [rid=MOESM3] ). Overlapping analysis of these subtype-specific DEPs with PMA110 yielded a list of 34 proteins (Fig. 4c [rid=Fig4] and Supplementary Fig. 9f [this file] ). In contrast to the downregulation of RPS29 protein levels, RPS29 mRNA levels showed no reduction in ProS4 (Supplementary Fig. 9g [this file] ). However, no significant differences were detected in ProS4 and control group (Supplementary Fig. 9h [this file] ). 
We observed a significant reduction in protein translation rate after knockdown (Fig. 5a, b [rid=Fig5] and Supplementary Fig. 10a [this file] ). In contrast, the frequency of translation initiation at near-cognate start codon was not affected by knockdown (Supplementary Fig. 10b, c [this file] ). 
To further understand the molecular mechanisms of loss in ALS, we performed Ribosome-seq (Ribo-seq) combined with RNA-seq to characterize the translatome and transcriptome in wildtype and knockdown cells and explore the RPS29-regulated cellular process (Supplementary Fig. 10d–g [this file] ). In line with the role of RPS29 in cytoplasmic ribosomes, protein translation pathway was downregulated at the protein translation level (Supplementary Fig. 10h [this file] ). 
We then confirmed a significant reduction in these proteins’ levels using western blotting and qRT-PCR (Fig. 6d, e [rid=Fig6] , Supplementary Fig. 10i [this file] ). 
Next, we explored the functional relevance of RPS29 in human iPSC differentiation-derived motor neurons (Supplementary Fig. 11a [this file] ). Compared to the RNA levels (Supplementary Fig. 11b [this file] ), immunofluorescence assays demonstrated decreased axon STMN2 levels after suppression, which was in line with the role of STMN2 in axon protection (Fig. 6j [rid=Fig6] ). 
Uncropped gels are provided in Supplementary Fig. 12 [this file] ."	pdf	Machine learning-based proteomics profiling of ALS identifies downregulation of RPS29 that maintains protein homeostasis and STMN2 level	XML							
42003_2025_8578_MOESM2_ESM.xlsx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12332082/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12332082/bin/42003_2025_8578_MOESM2_ESM.xlsx	No Title	local-data	MOESM2	Supplementary Data 1	Supplementary  Data  1	supplementary material	.//supplementary-material	The frequency of protein features selected across 10,000 training iteration models was quantified and ranked, ultimately generating a candidate list of 110 protein features ( roteomics arkers for LS 110, PMA110; Fig. 2b [rid=Fig2] , Supplementary Fig. 2a, b [rid=MOESM1] and Supplementary Data 1 [this file] ).	xlsx	Machine learning-based proteomics profiling of ALS identifies downregulation of RPS29 that maintains protein homeostasis and STMN2 level	XML							
42003_2025_8578_MOESM3_ESM.xlsx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12332082/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12332082/bin/42003_2025_8578_MOESM3_ESM.xlsx	No Title	local-data	MOESM3	Supplementary Data 2	Supplementary  Data  2	supplementary material	.//supplementary-material	Differential expression analysis between each subtype and the control group in AALS dataset yielded a set of differentially expressed proteins, in contrast to the whole cohort analysis, indicating that the patient heterogeneity was indeed resolved at the molecular subtype level (Fig. 4b [rid=Fig4] , Supplementary Fig. 9b–e [rid=MOESM1] and Supplementary Data 2 [this file] ).	xlsx	Machine learning-based proteomics profiling of ALS identifies downregulation of RPS29 that maintains protein homeostasis and STMN2 level	XML							
42003_2025_8578_MOESM4_ESM.xlsx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12332082/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12332082/bin/42003_2025_8578_MOESM4_ESM.xlsx	No Title	local-data	MOESM4	Supplementary Data 3	Supplementary  Data  3	supplementary material	.//supplementary-material	The source data behind the graphs in the paper can be found in Supplementary Data 3 [this file] .	xlsx	Machine learning-based proteomics profiling of ALS identifies downregulation of RPS29 that maintains protein homeostasis and STMN2 level	XML							
42003_2025_8578_MOESM5_ESM.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12332082/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12332082/bin/42003_2025_8578_MOESM5_ESM.pdf	No Title	local-data	MOESM5	Reporting Summary	Reporting  Summary	supplementary material	.//supplementary-material	Further information on research design is available in the Nature Portfolio Reporting Summary [this file] linked to this article.	pdf	Machine learning-based proteomics profiling of ALS identifies downregulation of RPS29 that maintains protein homeostasis and STMN2 level	XML							
42003_2025_8578_MOESM6_ESM.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12332082/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12332082/bin/42003_2025_8578_MOESM6_ESM.pdf	No Title	local-data	MOESM6	Transparent Peer Review file	Transparent  Peer  Review  file	supplementary material	.//supplementary-material		pdf	Machine learning-based proteomics profiling of ALS identifies downregulation of RPS29 that maintains protein homeostasis and STMN2 level	XML							
ALZ-21-e70774-s001.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12591989/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12591989/bin/ALZ-21-e70774-s001.pdf	No Title	local-data	alz70774-supitem-0001	Supporting Information	Supporting  Information	supplementary material	.//supplementary-material		pdf	The National Centralized Repository for Alzheimer's Disease and Related Dementia's Biomarker Assay Laboratory: A Resource for the Alzheimer's Disease Research Community	XML							
ALZ-21-e70682-s002.docx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12438449/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12438449/bin/ALZ-21-e70682-s002.docx	No Title	local-data	alz70682-supitem-0001	Supporting Information	Supporting  Information	supplementary material	.//supplementary-material		docx	NCRAD: Advancing Alzheimer's research through high‐quality biospecimens and data	XML							
ALZ-21-e70682-s004.docx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12438449/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12438449/bin/ALZ-21-e70682-s004.docx	No Title	local-data	alz70682-supitem-0002	Supporting Information	Supporting  Information	supplementary material	.//supplementary-material		docx	NCRAD: Advancing Alzheimer's research through high‐quality biospecimens and data	XML							
ALZ-21-e70682-s003.docx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12438449/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12438449/bin/ALZ-21-e70682-s003.docx	No Title	local-data	alz70682-supitem-0003	Supporting Information	Supporting  Information	supplementary material	.//supplementary-material		docx	NCRAD: Advancing Alzheimer's research through high‐quality biospecimens and data	XML							
ALZ-21-e70682-s001.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12438449/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12438449/bin/ALZ-21-e70682-s001.pdf	No Title	local-data	alz70682-supitem-0004	Supporting Information	Supporting  Information	supplementary material	.//supplementary-material		pdf	NCRAD: Advancing Alzheimer's research through high‐quality biospecimens and data	XML							
41540_2025_644_MOESM1_ESM.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12894875/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12894875/bin/41540_2025_644_MOESM1_ESM.pdf	No Title	local-data	MOESM1	Supplementary	Supplementary	supplementary material	.//supplementary-material		pdf	Cross-platform metabolomics imputation using importance-weighted autoencoders	XML							
41540_2025_644_MOESM2_ESM.xlsx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12894875/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12894875/bin/41540_2025_644_MOESM2_ESM.xlsx	No Title	local-data	MOESM2	Supplementary data	Supplementary  data	supplementary material	.//supplementary-material	"The fifth cluster was labelled Others for its lack of a predominant class (see Supplementary Data 1 [this file] for full details). 
Full details of the imputation model parameters and average performance on the training sets can be found in Supplementary Data 2 [this file] . Individual Metabolon metabolite imputation performances on the test set can be found in Supplementary Data 3 [this file] . 
Full results of the association effect sizes for all models can be found in Supplementary Data 4 [this file] and 5 [this file] ."	xlsx	Cross-platform metabolomics imputation using importance-weighted autoencoders	XML							
