funder_name	funding_context_from_paper	recipient	grant_number	source_url	following	V	PI	grants	Union.	ID
National Institutes of Health (NIH)	The All of Us Research Program is supported by the National Institutes of Health, Office of the Director: Regional Medical Centers: 1 OT2 OD026549; 1 OT2 OD026554; 1 OT2 OD026557; 1 OT2 OD026556; 1 OT2 OD026550; 1 OT2 OD 026552; 1 OT2 OD026553; 1 OT2 OD026548; 1 OT2 OD026551; 1 OT2 OD026555; IAA #: AOD 16037; Federally Qualified Health Centers: HHSN 263201600085U; Data and Research Center: 5 U2C OD023196; Biobank: 1 U24 OD023121; The Participant Center: U24 OD023176; Participant Technology Systems Center: 1 U24 OD023163; Communications and Engagement: 3 OT2 OD023205; 3 OT2 OD023206; and Community Partners: 1 OT2 OD025277; 3 OT2 OD025315; 1 OT2 OD025337; 1 OT2 OD025276.		1 OT2 OD026553	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11499029/						
National Institutes of Health (NIH)	The All of Us Research Program is supported by the National Institutes of Health, Office of the Director: Regional Medical Centers: 1 OT2 OD026549; 1 OT2 OD026554; 1 OT2 OD026557; 1 OT2 OD026556; 1 OT2 OD026550; 1 OT2 OD 026552; 1 OT2 OD026553; 1 OT2 OD026548; 1 OT2 OD026551; 1 OT2 OD026555; IAA #: AOD 16037; Federally Qualified Health Centers: HHSN 263201600085U; Data and Research Center: 5 U2C OD023196; Biobank: 1 U24 OD023121; The Participant Center: U24 OD023176; Participant Technology Systems Center: 1 U24 OD023163; Communications and Engagement: 3 OT2 OD023205; 3 OT2 OD023206; and Community Partners: 1 OT2 OD025277; 3 OT2 OD025315; 1 OT2 OD025337; 1 OT2 OD025276.		1 OT2 OD026548	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11499029/						
National Institutes of Health (NIH)	The All of Us Research Program is supported by the National Institutes of Health, Office of the Director: Regional Medical Centers: 1 OT2 OD026549; 1 OT2 OD026554; 1 OT2 OD026557; 1 OT2 OD026556; 1 OT2 OD026550; 1 OT2 OD 026552; 1 OT2 OD026553; 1 OT2 OD026548; 1 OT2 OD026551; 1 OT2 OD026555; IAA #: AOD 16037; Federally Qualified Health Centers: HHSN 263201600085U; Data and Research Center: 5 U2C OD023196; Biobank: 1 U24 OD023121; The Participant Center: U24 OD023176; Participant Technology Systems Center: 1 U24 OD023163; Communications and Engagement: 3 OT2 OD023205; 3 OT2 OD023206; and Community Partners: 1 OT2 OD025277; 3 OT2 OD025315; 1 OT2 OD025337; 1 OT2 OD025276.		1 OT2 OD026551	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11499029/						
National Institutes of Health (NIH)	The All of Us Research Program is supported by the National Institutes of Health, Office of the Director: Regional Medical Centers: 1 OT2 OD026549; 1 OT2 OD026554; 1 OT2 OD026557; 1 OT2 OD026556; 1 OT2 OD026550; 1 OT2 OD 026552; 1 OT2 OD026553; 1 OT2 OD026548; 1 OT2 OD026551; 1 OT2 OD026555; IAA #: AOD 16037; Federally Qualified Health Centers: HHSN 263201600085U; Data and Research Center: 5 U2C OD023196; Biobank: 1 U24 OD023121; The Participant Center: U24 OD023176; Participant Technology Systems Center: 1 U24 OD023163; Communications and Engagement: 3 OT2 OD023205; 3 OT2 OD023206; and Community Partners: 1 OT2 OD025277; 3 OT2 OD025315; 1 OT2 OD025337; 1 OT2 OD025276.		1 OT2 OD026555	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11499029/						
National Institutes of Health (NIH)	The All of Us Research Program is supported by the National Institutes of Health, Office of the Director: Regional Medical Centers: 1 OT2 OD026549; 1 OT2 OD026554; 1 OT2 OD026557; 1 OT2 OD026556; 1 OT2 OD026550; 1 OT2 OD 026552; 1 OT2 OD026553; 1 OT2 OD026548; 1 OT2 OD026551; 1 OT2 OD026555; IAA #: AOD 16037; Federally Qualified Health Centers: HHSN 263201600085U; Data and Research Center: 5 U2C OD023196; Biobank: 1 U24 OD023121; The Participant Center: U24 OD023176; Participant Technology Systems Center: 1 U24 OD023163; Communications and Engagement: 3 OT2 OD023205; 3 OT2 OD023206; and Community Partners: 1 OT2 OD025277; 3 OT2 OD025315; 1 OT2 OD025337; 1 OT2 OD025276.		AOD 16037	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11499029/						
National Institutes of Health (NIH)	The All of Us Research Program is supported by the National Institutes of Health, Office of the Director: Regional Medical Centers: 1 OT2 OD026549; 1 OT2 OD026554; 1 OT2 OD026557; 1 OT2 OD026556; 1 OT2 OD026550; 1 OT2 OD 026552; 1 OT2 OD026553; 1 OT2 OD026548; 1 OT2 OD026551; 1 OT2 OD026555; IAA #: AOD 16037; Federally Qualified Health Centers: HHSN 263201600085U; Data and Research Center: 5 U2C OD023196; Biobank: 1 U24 OD023121; The Participant Center: U24 OD023176; Participant Technology Systems Center: 1 U24 OD023163; Communications and Engagement: 3 OT2 OD023205; 3 OT2 OD023206; and Community Partners: 1 OT2 OD025277; 3 OT2 OD025315; 1 OT2 OD025337; 1 OT2 OD025276.		HHSN 263201600085U	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11499029/						
National Institutes of Health (NIH)	The All of Us Research Program is supported by the National Institutes of Health, Office of the Director: Regional Medical Centers: 1 OT2 OD026549; 1 OT2 OD026554; 1 OT2 OD026557; 1 OT2 OD026556; 1 OT2 OD026550; 1 OT2 OD 026552; 1 OT2 OD026553; 1 OT2 OD026548; 1 OT2 OD026551; 1 OT2 OD026555; IAA #: AOD 16037; Federally Qualified Health Centers: HHSN 263201600085U; Data and Research Center: 5 U2C OD023196; Biobank: 1 U24 OD023121; The Participant Center: U24 OD023176; Participant Technology Systems Center: 1 U24 OD023163; Communications and Engagement: 3 OT2 OD023205; 3 OT2 OD023206; and Community Partners: 1 OT2 OD025277; 3 OT2 OD025315; 1 OT2 OD025337; 1 OT2 OD025276.		5 U2C OD023196	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11499029/						
National Institutes of Health (NIH)	The All of Us Research Program is supported by the National Institutes of Health, Office of the Director: Regional Medical Centers: 1 OT2 OD026549; 1 OT2 OD026554; 1 OT2 OD026557; 1 OT2 OD026556; 1 OT2 OD026550; 1 OT2 OD 026552; 1 OT2 OD026553; 1 OT2 OD026548; 1 OT2 OD026551; 1 OT2 OD026555; IAA #: AOD 16037; Federally Qualified Health Centers: HHSN 263201600085U; Data and Research Center: 5 U2C OD023196; Biobank: 1 U24 OD023121; The Participant Center: U24 OD023176; Participant Technology Systems Center: 1 U24 OD023163; Communications and Engagement: 3 OT2 OD023205; 3 OT2 OD023206; and Community Partners: 1 OT2 OD025277; 3 OT2 OD025315; 1 OT2 OD025337; 1 OT2 OD025276.		1 U24 OD023121	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11499029/						
National Institutes of Health (NIH)	The All of Us Research Program is supported by the National Institutes of Health, Office of the Director: Regional Medical Centers: 1 OT2 OD026549; 1 OT2 OD026554; 1 OT2 OD026557; 1 OT2 OD026556; 1 OT2 OD026550; 1 OT2 OD 026552; 1 OT2 OD026553; 1 OT2 OD026548; 1 OT2 OD026551; 1 OT2 OD026555; IAA #: AOD 16037; Federally Qualified Health Centers: HHSN 263201600085U; Data and Research Center: 5 U2C OD023196; Biobank: 1 U24 OD023121; The Participant Center: U24 OD023176; Participant Technology Systems Center: 1 U24 OD023163; Communications and Engagement: 3 OT2 OD023205; 3 OT2 OD023206; and Community Partners: 1 OT2 OD025277; 3 OT2 OD025315; 1 OT2 OD025337; 1 OT2 OD025276.		U24 OD023176	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11499029/						
National Institutes of Health (NIH)	The All of Us Research Program is supported by the National Institutes of Health, Office of the Director: Regional Medical Centers: 1 OT2 OD026549; 1 OT2 OD026554; 1 OT2 OD026557; 1 OT2 OD026556; 1 OT2 OD026550; 1 OT2 OD 026552; 1 OT2 OD026553; 1 OT2 OD026548; 1 OT2 OD026551; 1 OT2 OD026555; IAA #: AOD 16037; Federally Qualified Health Centers: HHSN 263201600085U; Data and Research Center: 5 U2C OD023196; Biobank: 1 U24 OD023121; The Participant Center: U24 OD023176; Participant Technology Systems Center: 1 U24 OD023163; Communications and Engagement: 3 OT2 OD023205; 3 OT2 OD023206; and Community Partners: 1 OT2 OD025277; 3 OT2 OD025315; 1 OT2 OD025337; 1 OT2 OD025276.		1 U24 OD023163	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11499029/						
National Institutes of Health (NIH)	The All of Us Research Program is supported by the National Institutes of Health, Office of the Director: Regional Medical Centers: 1 OT2 OD026549; 1 OT2 OD026554; 1 OT2 OD026557; 1 OT2 OD026556; 1 OT2 OD026550; 1 OT2 OD 026552; 1 OT2 OD026553; 1 OT2 OD026548; 1 OT2 OD026551; 1 OT2 OD026555; IAA #: AOD 16037; Federally Qualified Health Centers: HHSN 263201600085U; Data and Research Center: 5 U2C OD023196; Biobank: 1 U24 OD023121; The Participant Center: U24 OD023176; Participant Technology Systems Center: 1 U24 OD023163; Communications and Engagement: 3 OT2 OD023205; 3 OT2 OD023206; and Community Partners: 1 OT2 OD025277; 3 OT2 OD025315; 1 OT2 OD025337; 1 OT2 OD025276.		3 OT2 OD023205	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11499029/						
National Institutes of Health (NIH)	The All of Us Research Program is supported by the National Institutes of Health, Office of the Director: Regional Medical Centers: 1 OT2 OD026549; 1 OT2 OD026554; 1 OT2 OD026557; 1 OT2 OD026556; 1 OT2 OD026550; 1 OT2 OD 026552; 1 OT2 OD026553; 1 OT2 OD026548; 1 OT2 OD026551; 1 OT2 OD026555; IAA #: AOD 16037; Federally Qualified Health Centers: HHSN 263201600085U; Data and Research Center: 5 U2C OD023196; Biobank: 1 U24 OD023121; The Participant Center: U24 OD023176; Participant Technology Systems Center: 1 U24 OD023163; Communications and Engagement: 3 OT2 OD023205; 3 OT2 OD023206; and Community Partners: 1 OT2 OD025277; 3 OT2 OD025315; 1 OT2 OD025337; 1 OT2 OD025276.		3 OT2 OD023206	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11499029/						
National Institutes of Health (NIH)	The All of Us Research Program is supported by the National Institutes of Health, Office of the Director: Regional Medical Centers: 1 OT2 OD026549; 1 OT2 OD026554; 1 OT2 OD026557; 1 OT2 OD026556; 1 OT2 OD026550; 1 OT2 OD 026552; 1 OT2 OD026553; 1 OT2 OD026548; 1 OT2 OD026551; 1 OT2 OD026555; IAA #: AOD 16037; Federally Qualified Health Centers: HHSN 263201600085U; Data and Research Center: 5 U2C OD023196; Biobank: 1 U24 OD023121; The Participant Center: U24 OD023176; Participant Technology Systems Center: 1 U24 OD023163; Communications and Engagement: 3 OT2 OD023205; 3 OT2 OD023206; and Community Partners: 1 OT2 OD025277; 3 OT2 OD025315; 1 OT2 OD025337; 1 OT2 OD025276.		1 OT2 OD025277	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11499029/						
National Institutes of Health (NIH)	The All of Us Research Program is supported by the National Institutes of Health, Office of the Director: Regional Medical Centers: 1 OT2 OD026549; 1 OT2 OD026554; 1 OT2 OD026557; 1 OT2 OD026556; 1 OT2 OD026550; 1 OT2 OD 026552; 1 OT2 OD026553; 1 OT2 OD026548; 1 OT2 OD026551; 1 OT2 OD026555; IAA #: AOD 16037; Federally Qualified Health Centers: HHSN 263201600085U; Data and Research Center: 5 U2C OD023196; Biobank: 1 U24 OD023121; The Participant Center: U24 OD023176; Participant Technology Systems Center: 1 U24 OD023163; Communications and Engagement: 3 OT2 OD023205; 3 OT2 OD023206; and Community Partners: 1 OT2 OD025277; 3 OT2 OD025315; 1 OT2 OD025337; 1 OT2 OD025276.		3 OT2 OD025315	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11499029/						
National Institutes of Health (NIH)	The All of Us Research Program is supported by the National Institutes of Health, Office of the Director: Regional Medical Centers: 1 OT2 OD026549; 1 OT2 OD026554; 1 OT2 OD026557; 1 OT2 OD026556; 1 OT2 OD026550; 1 OT2 OD 026552; 1 OT2 OD026553; 1 OT2 OD026548; 1 OT2 OD026551; 1 OT2 OD026555; IAA #: AOD 16037; Federally Qualified Health Centers: HHSN 263201600085U; Data and Research Center: 5 U2C OD023196; Biobank: 1 U24 OD023121; The Participant Center: U24 OD023176; Participant Technology Systems Center: 1 U24 OD023163; Communications and Engagement: 3 OT2 OD023205; 3 OT2 OD023206; and Community Partners: 1 OT2 OD025277; 3 OT2 OD025315; 1 OT2 OD025337; 1 OT2 OD025276.		1 OT2 OD025337	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11499029/						
National Institutes of Health (NIH)	The All of Us Research Program is supported by the National Institutes of Health, Office of the Director: Regional Medical Centers: 1 OT2 OD026549; 1 OT2 OD026554; 1 OT2 OD026557; 1 OT2 OD026556; 1 OT2 OD026550; 1 OT2 OD 026552; 1 OT2 OD026553; 1 OT2 OD026548; 1 OT2 OD026551; 1 OT2 OD026555; IAA #: AOD 16037; Federally Qualified Health Centers: HHSN 263201600085U; Data and Research Center: 5 U2C OD023196; Biobank: 1 U24 OD023121; The Participant Center: U24 OD023176; Participant Technology Systems Center: 1 U24 OD023163; Communications and Engagement: 3 OT2 OD023205; 3 OT2 OD023206; and Community Partners: 1 OT2 OD025277; 3 OT2 OD025315; 1 OT2 OD025337; 1 OT2 OD025276.		1 OT2 OD025276	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11499029/						
National Institute for Health and Care Research (NIHR)	The 100,000 Genomes Project is funded by the National Institute for Health Research and NHS England.			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11499029/						
Wellcome Trust	The Wellcome Trust, Cancer Research UK, and the Medical Research Council have also funded research infrastructure.			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11499029/						
Cancer Research UK	The Wellcome Trust, Cancer Research UK, and the Medical Research Council have also funded research infrastructure.			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11499029/						
Medical Research Council	The Wellcome Trust, Cancer Research UK, and the Medical Research Council have also funded research infrastructure.			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11499029/						
National Institutes of Health (NIH)	Data collection and sharing for this project was also funded by the Alzheimer's Disease Neuroimaging Initiative (ADNI; National Institutes of Health Grant U01 AG024904)	Alzheimer's Disease Neuroimaging Initiative (ADNI)	U01AG024904	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12453954/						
Department of Defense	and DOD ADNI (Department of Defense award number W81XWH‐12‐2‐0012)	ADNI	W81XWH-12-2-0012	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12453954/						
National Institute on Aging (NIA)	The National Alzheimer's Coordinating Center (NACC) database is funded by NIA/NIH Grant U24 AG072122.	National Alzheimer's Coordinating Center (NACC)	U24AG072122	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12453954/						
National Institute on Aging (NIA)	SCAN is a multi‐institutional project that was funded as a U24 grant (AG067418) by the National Institute on Aging in May 2020.	SCAN	AG067418	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12453954/						
National Institute on Aging (NIA)	Arizona Alzheimer's Center—P30 AG072980 (PI Eric Reiman, MD); R01 AG069453 (PI Eric Reiman [contact], MD); P30 AG019610 (PI Eric Reiman, MD)	Arizona Alzheimer's Center	P30AG072980	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12453954/						
National Institute on Aging (NIA)	Arizona Alzheimer's Center—P30 AG072980 (PI Eric Reiman, MD); R01 AG069453 (PI Eric Reiman [contact], MD); P30 AG019610 (PI Eric Reiman, MD)	Arizona Alzheimer's Center	R01AG069453	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12453954/						
National Institute on Aging (NIA)	Arizona Alzheimer's Center—P30 AG072980 (PI Eric Reiman, MD); R01 AG069453 (PI Eric Reiman [contact], MD); P30 AG019610 (PI Eric Reiman, MD)	Arizona Alzheimer's Center	P30AG019610	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12453954/						
National Institute on Aging (NIA)	Boston University—P30 AG013846 (PI Neil Kowall, MD)	Boston University	P30AG013846	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12453954/						
National Institute on Aging (NIA)	Cleveland ADRC—P30 AG062428 (James Leverenz, MD)	Cleveland ADRC	P30AG062428	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12453954/						
National Institute on Aging (NIA)	Cleveland Clinic, Las Vegas—P20AG068053	Cleveland Clinic, Las Vegas	P20AG068053	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12453954/						
National Institute on Aging (NIA)	Columbia—P50 AG008702 (PI Scott Small, MD)	Columbia	P50AG008702	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12453954/						
National Institute on Aging (NIA)	Duke/UNC ADRC—P30 AG072958	Duke/UNC ADRC	P30AG072958	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12453954/						
National Institute on Aging (NIA)	Emory University—P30AG066511 (PI Levey Allan, MD, PhD)	Emory University	P30AG066511	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12453954/						
National Institute on Aging (NIA)	Indiana University—R01 AG19771 (PI Andrew Saykin, PsyD); P30 AG10133 (PI Andrew Saykin, PsyD); P30 AG072976 (PI Andrew Saykin, PsyD); R01 AG061788 (PI Shannon Risacher, PhD); R01 AG053993 (PI Yu‐Chien Wu, MD, PhD); U01 AG057195 (PI Liana Apostolova, MD); U19 AG063911 (PI Bradley Boeve, MD)	Indiana University	R01AG019771	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12453954/						
National Institute on Aging (NIA)	Indiana University—R01 AG19771 (PI Andrew Saykin, PsyD); P30 AG10133 (PI Andrew Saykin, PsyD); P30 AG072976 (PI Andrew Saykin, PsyD); R01 AG061788 (PI Shannon Risacher, PhD); R01 AG053993 (PI Yu‐Chien Wu, MD, PhD); U01 AG057195 (PI Liana Apostolova, MD); U19 AG063911 (PI Bradley Boeve, MD)	Indiana University	P30AG010133	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12453954/						
National Institute on Aging (NIA)	Indiana University—R01 AG19771 (PI Andrew Saykin, PsyD); P30 AG10133 (PI Andrew Saykin, PsyD); P30 AG072976 (PI Andrew Saykin, PsyD); R01 AG061788 (PI Shannon Risacher, PhD); R01 AG053993 (PI Yu‐Chien Wu, MD, PhD); U01 AG057195 (PI Liana Apostolova, MD); U19 AG063911 (PI Bradley Boeve, MD)	Indiana University	P30AG072976	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12453954/						
